작가명,경매일,작품정보,추정가,낙찰가,차액
박승무 朴勝武,2019.09.26,산수 山水 | 1931년(신미) | 종이에 수묵담채 | 31.6x74.3cm | 반남 潘南,"500,000 - 1,500,000",낙찰 X,N/A
장우성 張遇聖,2019.09.26,풍속 風俗 | 종이에 수묵담채 | 26.8×21.5cm,"1,500,000 - 3,000,000","1,500,000",0
홍마해우 紅馬解憂,2019.09.26,| 종이에 수묵담채 | 31x23.8cm,"800,000 - 2,000,000",낙찰 X,N/A
이응노 李應魯,2019.09.26,꽃나무 : 교수시간 敎授時間에 | 1980년 | 종이에 수묵담채 | 65.4x50.5cm | 전의 全義,"3,000,000 - 7,000,000",낙찰 X,N/A
허련 許鍊,2019.09.26,묵매 墨梅 | 종이에 수묵 | 51.5x33cm | 양천 陽川/정일 精一,"1,000,000 - 2,500,000","1,100,000","100,000"
최석환 崔奭煥,2019.09.26,매죽 梅竹 | 종이에 수묵담채 | 71.4x30.1cm,"1,000,000 - 2,300,000","1,000,000",0
이상범 李象範,2019.09.26,설경 雪景 | 1961년(신축) | 종이에 수묵담채 | 24x35.3cm,"6,000,000 - 13,000,000",낙찰 X,N/A
이인성 李仁星,2019.09.26,선유 船遊 | 종이에 수묵담채 | 12x46.7cm,"45,000,000 - 80,000,000",낙찰 X,N/A
세화 歲畵,2019.09.26,| 종이에 채색 | 51.1x33cmx2,"2,500,000 - 7,000,000","4,600,000","2,100,000"
묵포도 墨葡萄,2019.09.26,| 종이에 수묵 | 45.5x40.8cm,"1,500,000 - 3,000,000",낙찰 X,N/A
황종하 黃宗河,2019.09.26,맹호 猛虎 | 1950년(경인) | 종이에 수묵담채 | 24.3x29.7cm | 부평 富平/동필 東必,"900,000 - 2,000,000","900,000",0
황성하 黃成河,2019.09.26,무이구곡 武夷九曲 | 종이에 수묵담채 | 132.8x32.5cmx12 | 부평富平,"3,200,000 - 6,000,000",낙찰 X,N/A
허건 許楗,2019.09.26,산수 山水 | 종이에 수묵담채 | 128.5x32.3cm | 양천 陽川,"800,000 - 2,500,000",낙찰 X,N/A
이응노 李應魯,2019.09.26,나그네 | 종이에 수묵담채 | 42x57cm | 전의 全義,"1,500,000 - 3,500,000","2,400,000","900,000"
이용우 李用雨,2019.09.26,국화 菊花 : 일준주백국화향 一尊酒白菊花香 | 비단에 수묵담채 | 27x24cm | 전의 全義/창윤 蒼潤,"700,000 - 1,800,000","800,000","100,000"
성재휴 成在烋,2019.09.26,산수 山水 | 종이에 수묵담채 | 26.4x34cm,"1,000,000 - 2,000,000","2,000,000","1,000,000"
허형 許瀅,2019.09.26,송하고사 松下高士 | 비단에 수묵담채 | 29.7x28.2cm | 양천 陽川,"400,000 - 1,000,000",낙찰 X,N/A
김기창 金基昶,2019.09.26,장생 長生 | 1979년(기미) | 종이에 수묵담채 | 37.3x44.7cm,"5,000,000 - 1,000,000",낙찰 X,N/A
박노수 朴魯壽,2019.09.26,"해에게서 소년에게 : 시화 | 종이에 수묵담채, 먹 | 43.4x33.2cm","1,000,000 - 2,500,000","1,000,000",0
이한복 李漢福,2019.09.26,게 蟹 | 비단에 수묵 | 20.5x20.3cm | 전의 全義,"400,000 - 1,000,000","400,000",0
김응원 金應元,2019.09.26,석란십곡병 石蘭十曲屛 | 비단에 수묵 | 120.3x33.6cmx10 | 김해 金海 /석범 錫範,"5,000,000 - 15,000,000","5,000,000",0
허련 許鍊,2019.09.26,"산수첩 山水帖 | 종이에 수묵담채, 먹 | 25x34cmx12 | 양천 陽川/정일 精一","45,000,000 - 80,000,000",낙찰 X,N/A
변관식 卞寬植,2019.09.26,산수 山水 | 1962년(임인) | 종이에 수묵담채 | 119x34cm,"12,000,000 - 25,000,000",낙찰 X,N/A
최영림 崔榮林,2019.09.26,매화 梅花 | 1971년(신해) | 종이에 유채 | 54.3x39cm,"1,700,000 - 3,500,000",낙찰 X,N/A
성재휴 成在烋,2019.09.26,산수 山水 | 종이에 수묵담채 | 33x43cm,"1,200,000 - 2,500,000","1,500,000","300,000"
이상범 李象範,2019.09.26,상림추월 霜林秋月 | 종이에 수묵담채 | 133.8x34.2cm,"7,000,000 - 15,000,000",낙찰 X,N/A
허백련 許百鍊,2019.09.26,팔군자팔곡병 八君子八曲屛 | 종이에 수묵 | 102.5x32.7cmx8 | 양천 陽川,"3,000,000 - 6,000,000",낙찰 X,N/A
김응원 金應元,2019.09.26,묵란 墨蘭 | 종이에 수묵 | 566.2x31.4cm | 김해 金海/석범 錫範,"4,000,000 - 8,000,000",낙찰 X,N/A
김학수 金學洙,2019.09.26,양화도춘색 楊花渡春色 | 종이에 수묵담채 | 68.6x135.5cm,"1,500,000 - 3,500,000","2,600,000","1,100,000"
양기훈 楊基薰,2019.09.26,파초 芭蕉 : 지두화 指頭畵 | 비단에 수묵 | 140.8x37.2cm | 중화 中和/치남 痴南,"1,000,000 - 2,500,000","1,600,000","600,000"
윤용구 尹用求,2019.09.26,"난죽십곡병 蘭竹十曲屛 | 종이에 수묵, 먹 | 32x26.5cmx20 | 해평 海平/주빈 周賓","1,500,000 - 3,500,000","1,800,000","300,000"
이삼만 李三晩,2019.09.26,서첩 書帖 : 삽곡서실 鍤谷書室 에서 | 1835년(을미) | 종이에 먹 | 40.7x24.2cm | 전주 全州/윤원 允遠,"1,000,000 - 2,500,000","1,000,000",0
윤증 尹拯,2019.09.26,서간첩 書簡帖 : 6건 | 1682년(임술) 등 | 종이에 먹 | 34.8x21.5cm | 파평 坡平/자인 子仁,"5,000,000 - 10,000,000",낙찰 X,N/A
서승보 徐承輔,2019.09.26,규정재화 圭庭栽芲 : 서첩 | 종이에 먹 | 23x14.8cm | 대구 大丘/원예 元藝,"5,000,000 - 15,000,000",낙찰 X,N/A
선현시고보품 先賢詩稿寶品 : 이후기 전별시첩,2019.09.26,| 종이에 먹 | 37.7x24.5cm,"20,000,000 - 50,000,000","20,000,000",0
익찬공서치계첩 翊贊公序齒稧帖 : 죽란시사첩 竹欄詩社帖,2019.09.26,| 종이에 먹 | 29x18.5cm,"7,000,000 - 30,000,000","7,000,000",0
"강세황 姜世晃, 강이구 姜彛九",2019.09.26,"주역 , 춘추좌씨전, 사문정췌 : 표암 강세황가 수택본 | 24.2x15.6cm 외 | 진주 晋州","2,500,000 - 5,000,000",낙찰 X,N/A
신재식申在植,2019.09.26,"전문 箋文 | 1823년(도광3년, 순종23년) | 종이에 먹 | 34.1x16.1cm | 평산 平山/중립 仲立","5,000,000 - 10,000,000",낙찰 X,N/A
"윤순 尹淳, 이광사 李匡師",2019.09.26,"동방진첩 東方珎帖 | 비단에 먹 | 26.8x17.3cm | 해평 海平, 전주 全州/중화 仲和, 도보 道甫","12,000,000 - 25,000,000","12,000,000",0
십육성분도 十六省分圖 : 수헌거사 유본예 소장본,2019.09.26,"| 종이에 수묵담채, 먹 | 34.7x22.6cm","30,000,000 - 60,000,000",낙찰 X,N/A
정익모 鄭翼謨,2019.09.26,동래정익모자효승장 東萊鄭翼謨字孝承章 : 인장 | 돌에 조각 | 4.8x2.4x2.4cm | 동래 東萊,"500,000 - 1,500,000",낙찰 X,N/A
백자연적 白磁硯滴 2점,2019.09.26,"| 4.9x9.4x8.7cm, 3.4x8.2x7.8cm","1,500,000 - 3,500,000",낙찰 X,N/A
백구사 白丘鳥沙 : 인장,2019.09.26,| 나무에 조각 | 6.8x5.8x5.8cm,"2,000,000 - 4,000,000",낙찰 X,N/A
지제화약통 紙製火藥桶,2019.09.26,| 종이에 금속장식 | 17.7x6.5x12.2cm,"3,000,000 - 5,000,000",낙찰 X,N/A
필통 筆筒 3점,2019.09.26,"| 돌에 조각, 나무에 조각 | 11.4x7.2x7.2cm 외","1,000,000 - 2,500,000","1,000,000",0
목안 木雁,2019.09.26,| 나무에 조각 | 20x33x10.5cm,"3,000,000 - 7,000,000",낙찰 X,N/A
목제등잔대 木製燈盞臺,2019.09.26,| 나무에 조각 | 40.5x18.5x18.7cm,"1,000,000 - 2,500,000",낙찰 X,N/A
박영효 朴泳孝,2019.06.20,취송정 翠松亭 | 종이에 먹 | 32x80cm | 반남 潘南/자순 子純,"800,000 - 2,000,000","800,000",0
김충현 金忠顯,2019.06.20,백거이 白居易 시 | 1974년(갑인) | 종이에 먹 | 63x63cm | 안동 安東/서경 恕卿,"500,000 - 1,500,000",낙찰 X,N/A
김응현 金膺顯,2019.06.20,하시 賀詩 | 1962년(임인) | 종이에 먹 | 28.5x80.3cm | 안동 安東/선경 善卿,"400,000 - 1,500,000","1,550,000","1,150,000"
노원상 盧元相,2019.06.20,초산어수 樵山漁水 | 종이에 먹 | 32x47.5cm,"500,000 - 1,200,000",낙찰 X,N/A
유희강 柳熙綱,2019.06.20,흉중구학필저연하 胸中丘壑筆底煙霞 | 종이에 먹 | 24x148.3cm,"1,500,000 - 4,000,000","2,600,000","1,100,000"
김윤식 金允植,2019.06.20,제고려다관이진첩 題高麗茶罐移眞帖 | 종이에 먹 | 18.3x67.6cm | 청풍 淸風/순경 洵卿,"500,000 - 1,300,000","1,000,000","500,000"
함석헌 咸錫憲,2019.06.20,독서삼도 讀書三到 | 종이에 먹 | 62.8x33.1cm,"2,000,000 - 4,000,000","2,000,000",0
이담 李橝,2019.06.20,우암선생 저차 尤庵先生 邸次 : 상서 上書 | 1668년(무신) | 종이에 먹 | 30.1x175.7cm | 전주 全州/하경 厦卿,"1,000,000 - 3,000,000","1,700,000","700,000"
작가미상,2019.06.20,우암 송시열 화상찬 尤庵 宋時烈 畵像讚 | 종이에 먹 | 19.5x240.8cm,"1,000,000 - 3,000,000","1,100,000","100,000"
이하응 李昰應,2019.06.20,"서간 書簡 | 종이에 먹 | 25.5x25cm, 25.5x19cm | 전주 全州/시백 時伯","800,000 - 2,000,000",낙찰 X,N/A
김류 金瑬,2019.06.20,서간 書簡 | 종이에 먹 | 23x28.9cm | 순천 順天/관옥 冠玉,"1,200,000 - 3,500,000","1,200,000",0
작가미상,2019.06.20,노석산방 老石山房 | 종이에 먹 | 51x103.8cm,"1,500,000 - 3,500,000","1,900,000","400,000"
민영환 閔泳煥,2019.06.20,서간 書簡 : 원주 진위대 참령 原州 鎭衛隊 參領 박승환 朴昇煥(1869-1907)에게 | 종이에 먹 | 23.3x37.1cn | 여흥 驪興/문약 文若,"800,000 - 2,000,000","1,000,000","200,000"
곽종석 郭鍾錫,2019.06.20,서간 書簡 | 종이에 먹 | 21x26cm | 현풍 玄風/명원 鳴遠,"500,000 - 1,500,000","500,000",0
이승희 李承熙,2019.06.20,서간 書簡 | 1894년(갑오) | 종이에 먹 | 19.3x46.3cm | 성산 星山/계도 啓道,"500,000 - 1,200,000","500,000",0
송병선 宋秉璿,2019.06.20,서간 書簡 | 1885년(을유) | 종이에 먹 | 22.6x38.2cm | 은진 恩津/화옥 華玉,"500,000 - 1,000,000","500,000",0
최익현 崔益鉉,2019.06.20,우천 권극유 愚川 權克有(1608-1674) 묘표 | 1899년(기해) | 22.2x84.6cm | 경주 慶州/찬겸 贊謙,"1,000,000 - 3,000,000","1,000,000",0
민영익 閔泳翊,2019.06.20,유아독존 惟我獨尊 | 종이에 먹 | 135.4x58.3cm | 여흥 驢興/우홍 遇鴻,"3,000,000 - 8,000,000","3,000,000",0
김구 金九,2019.06.20,칠언시 : 이용하 李龍夏(1892-1980 : 운허耘虛스님) 동지同志 존념存念 | 1947년 | 종이에 먹 | 100.5x27.5cm | 안동 安東,"7,000,000 - 20,000,000","7,000,000",0
김정희 金正喜,2019.06.20,서간 書簡·시고 詩稿 | 종이에 먹 | 24.3x37cm | 경주 慶州/원춘 元春,"2,000,000 - 5,000,000","2,900,000","900,000"
권돈인 權敦仁,2019.06.20,서간 書簡 2건 | 종이에 먹 | 29x111.5cm | 안동 安東/경희 景羲,"1,200,000 - 3,000,000",낙찰 X,N/A
이황 李滉,2019.06.20,시고 詩稿 : 시제우 示諸友 | 종이에 먹 | 26.2x13cm | 진보 眞寶/경호 景浩,"3,000,000 - 6,000,000","3,000,000",0
김정희 金正喜,2019.06.20,서간 書簡 : 유산 정학연 酉山 丁學淵(1783-1859)에게 | 종이에 먹 | 24x25cm | 경주 慶州/원춘 元春,"6,000,000 - 15,000,000","9,300,000","3,300,000"
옹방강 翁方綱,2019.06.20,황보탄비 皇甫誕碑 구 | 1791년(신해) | 종이에 먹 | 25.8x30.2cm,"6,000,000 - 12,000,000",낙찰 X,N/A
윤순거 尹舜擧,2019.06.20,오문에서 만난 자여의 방문을 받고 금자 운으로 짓다 吳門遇子與見訪分韻得今字 : 왕세정 王世貞 시 | 종이에 먹 | 44.5x244cm | 파평 坡平/노직 魯直,"20,000,000 - 40,000,000","20,000,000",0
이익 李瀷,2019.06.20,서간 書簡 | 1744년(갑자) | 종이에 먹 | 27.8x49.5cm | 여주 驪州/하경 夏卿,"1,500,000 - 4,000,000","4,600,000","3,100,000"
정학교 丁學敎,2019.06.20,시고 詩稿 | 비단에 먹 | 118.5x35cm | 나주 羅州/화경 化境,"1,000,000 - 3,000,000","1,800,000","800,000"
김규진 金圭鎭,2019.06.20,익수연년 益壽延年 | 종이에 먹 | 148.4x36.8cm | 남평 南平/용삼 容三,"1,000,000 - 2,500,000",낙찰 X,N/A
손재형 孫在馨,2019.06.20,시중유화 화중유시 詩中有畵 畵中有詩 | 1972년(임자) | 종이에 먹 | 130.4x33.8cm | 밀양 密陽/명보 明甫,"1,500,000 - 3,000,000",낙찰 X,N/A
김대중 金大中,2019.06.20,이민위천 以民爲天 | 1984년 | 종이에 먹 | 126.5x32.2cm,"2,500,000 - 5,000,000",낙찰 X,N/A
김대중 金大中,2019.06.20,사인여천 事人如天 : 최시형선생 崔時亨先生 유훈 | 1984년 | 종이에 먹 | 32.5x126.8cm,"2,500,000 - 5,000,000","2,600,000","100,000"
성재휴 成在烋,2019.06.20,추경 秋景 | 종이에 수묵담채 | 36.3x42.3cm | 창녕 昌寧,"1,000,000 - 2,500,000","1,000,000",0
김은호 金殷鎬,2019.06.20,메추리와 국화 : 안거 安居 | 종이에 수묵담채 | 26.8x23.8cm | 상산 商山,"1,300,000 - 3,000,000","1,300,000",0
김영기 金永基,2019.06.20,소과 蔬果 | 1976년 | 종이에 수묵담채 | 32.8x61.5cm | 남평 南平,"500,000 - 1,500,000","500,000",0
작가미상,2019.06.20,매조 梅鳥 | 종이에 수묵담채 | 16.7x20.9cm,"2,000,000 - 5,000,000","4,500,000","2,500,000"
함인숙 咸仁淑,2019.06.20,괴석난죽 怪石蘭竹 | 비단에 수묵 | 30x61cm,"800,000 - 2,000,000","1,100,000","300,000"
양기훈 楊基薰,2019.06.20,노안 蘆雁 | 1908년(무신) | 비단에 수묵 | 129.2x50.6cm | 중화 中和/치남 痴南,"1,000,000 - 2,500,000",낙찰 X,N/A
안중식 安中植,2019.06.20,어은 漁隱 | 종이에 수묵담채 | 65.7x31.1cm | 순흥 順興/공립 公立,"1,500,000 - 3,500,000",낙찰 X,N/A
김응원 金應元,2019.06.20,석란 石蘭 | 종이에 수묵 | 104.8x31.7cm | 김해 金海/석범 錫範,"700,000 - 2,000,000","700,000",0
김홍주 金洪柱,2019.06.20,산수 山水 | 종이에 수묵담채 | 81.5x33cm | 순천 順天/사경 士敬,"1,200,000 - 2,500,000",낙찰 X,N/A
허련 許鍊,2019.06.20,"산수 山水 | 종이에 수묵담채, 종이에 먹 | 24x33.6cm | 양천 陽川/정일 精一","3,500,000 - 7,000,000","3,500,000",0
작가미상,2019.06.20,산수 山水 | 비단에 수묵담채 | 28.5x19.7cm,"1,000,000 - 3,000,000",낙찰 X,N/A
작가미상,2019.06.20,강아지 | 종이에 수묵 | 20.9x26.7cm,"400,000 - 1,200,000",낙찰 X,N/A
윤용구 尹用求,2019.06.20,층암유거 層巖幽居 | 천에 수묵 | 33.2x26.5cm | 해평 海平/주빈周賓,"600,000 - 1,200,000",낙찰 X,N/A
서병건 徐丙建,2019.06.20,숙조 宿鳥 | 종이에 수묵 | 33x30cm | 달성 達成/성초 聖初,"700,000 - 1,800,000",낙찰 X,N/A
,2019.06.20,어해십곡병 魚蟹十曲屛 | 종이에 수묵담채 | 110.4x30.4cmx10,"8,000,000 - 15,000,000","8,000,000",0
작가미상,2019.06.20,"고목죽석 古木竹石·제시 題詩 | 종이에 수묵, 종이에 먹 | 30.4x24.3cm","1,000,000 - 2,500,000","1,200,000","200,000"
허건 許楗,2019.06.20,산수 山水 | 종이에 수묵담채 | 42.6x32.8cm | 양천 陽川,"400,000 - 1,000,000",낙찰 X,N/A
이상범 李象範,2019.06.20,설경 雪景 | 종이에 수묵담채 | 26.8x24cm,"2,000,000 - 5,000,000","3,600,000","1,600,000"
김응원 金應元 외,2019.06.20,석란 石蘭 외 | 1901년(신축) | 16x44.5cmx16 | 김해 金海/석범 錫範,"1,000,000 - 3,000,000","1,600,000","600,000"
"김용수 金龍洙 화, 이한복 李漢福 제",2019.06.20,"모란 牡丹, 제시 題詩 | 종이에 수묵담채, 종이에 먹 | 화 36.1x7.3cm, 시 36.1x5.8cm","400,000 - 1,000,000","700,000","300,000"
이병직 李秉直,2019.06.20,녹죽 綠竹 | 종이에 수묵담채 | 34.5x33cm,"400,000 - 1,000,000","400,000",0
작가미상,2019.06.20,목우 牧牛 | 종이에 수묵담채 | 24.1x38.6cm,"1,500,000 - 4,000,000","1,700,000","200,000"
박노수 朴魯壽,2019.06.20,괴석 怪石 | 종이에 수묵담채 | 34x34.2cm,"800,000 - 2,000,000","800,000",0
허형 許瀅,2019.06.20,산수 山水 | 종이에 수묵담채 | 41x24.6cm | 양천 陽川,"300,000 - 800,000","700,000","400,000"
작가미상,2019.06.20,서호반학 西湖伴鶴 | 종이에 수묵 | 27.7x16.3cm,"2,500,000 - 5,000,000",낙찰 X,N/A
조희룡 趙熙龍,2019.06.20,산수 山水 | 비단에 수묵담채 | 75.5x36.3cm | 평양 平壤/치운 致雲,"16,000,000 - 35,000,000","16,000,000",0
,2019.06.20,화조 花鳥 | 비단에 수묵채색 | 120.5x52.4cm,"6,000,000 - 15,000,000",낙찰 X,N/A
이용우 李用雨,2019.06.20,질석성양 叱石成羊 | 종이에 수묵담채 | 27.1x24cm,"500,000 - 1,300,000","750,000","250,000"
김은호 金殷鎬,2019.06.20,노안 蘆雁 | 종이에 수묵담채 | 17.5x23.4cm | 상산 商山,"1,000,000 - 2,500,000",낙찰 X,N/A
김용준 金瑢俊,2019.06.20,매화 梅花 | 1948년(무자) | 종이에 수묵 | 26.1x17.8cm,"10,000,000 - 20,000,000",낙찰 X,N/A
작가미상,2019.06.20,우배적성 牛背笛聲 | 종이에 수묵 | 41.8x28.2cm,"2,000,000 - 4,000,000","2,000,000",0
김은호 金殷鎬,2019.06.20,묵매 墨梅 | 종이에 수묵 | 115.5x28.6cm | 상산 商山,"700,000 - 2,000,000","700,000",0
나수연 羅壽淵,2019.06.20,석란 石蘭 | 1914년(갑인) | 종이에 수묵 | 130.9x31.9cm | 나주 羅州,"600,000 - 1,500,000","1,000,000","400,000"
작가미상,2019.06.20,매화 梅花 | 종이에 수묵담채 | 28.9x44.5cm,"1,000,000 - 3,000,000","1,400,000","400,000"
작가미상,2019.06.20,산수 山水 | 비단에 수묵 | 36.3x29.1cm,"2,000,000 - 5,000,000","2,000,000",0
허련 許鍊,2019.06.20,묵모란 墨牡丹 | 종이에 수묵 | 107.5x43.3cm | 양천 陽川/정일 精一,"1,300,000 - 3,500,000",낙찰 X,N/A
김수철 金秀哲,2019.06.20,연사모종 煙寺暮鐘 | 비단에 수묵담채 | 99x33.9cm | 김해 金海/사앙 士盎,"55,000,000 - 100,000,000",낙찰 X,N/A
변관식 卞寬植 외,2019.06.20,정이고색찬약운하 鼎彛古色燦若雲霞 : 합작 | 1946년(병술) | 종이에 수묵담채 | 33.4x135cm,"1,800,000 - 4,000,000","2,200,000","400,000"
허백련 許百鍊,2019.06.20,장강범영 長江帆影 | 종이에 수묵담채 | 31.7x122.5cm | 양천 陽川,"3,500,000 - 6,000,000",낙찰 X,N/A
허련 許鍊,2019.06.20,산수팔곡병 山水八曲屛 | 1866년(병인) | 비단에 수묵담채 | 133.8x33.7cmx8 | 양천 陽川/정일 精一,"18,000,000 - 40,000,000","18,000,000",0
서병오 徐丙五,2019.06.20,매난국죽 梅蘭菊竹 | 종이에 수묵 | 29.8x41.3cmx4 | 달성 達城/순원 舜原,"1,200,000 - 3,000,000","1,400,000","200,000"
서동균 徐東均,2019.06.20,매난국죽 梅蘭菊竹 | 1934년(갑술) | 종이에 수묵 | 26.6x35.4cmx4 | 달성 達城,"1,200,000 - 3,000,000",낙찰 X,N/A
아사카와 노리타카 浅川伯教,2019.06.20,분청사기 粉靑沙器와 백합 百合 | 종이에 수묵담채 | 130.6x31.8cm,"1,800,000 - 4,000,000","2,200,000","400,000"
마에다 세이손 前田青邨,2019.06.20,다듬이질하는 두 여인 | 종이에 수묵담채 | 33.1x24.7cm,"2,000,000 - 4,000,000",낙찰 X,N/A
버나드 리치 Bernard Howell Leach,2019.06.20,조선도자 산수문양 朝鮮陶磁 山水文樣 스케치 | 종이에 잉크 | 21x14.1cm,"2,000,000 - 4,000,000","6,400,000","4,400,000"
"김윤보 金允輔, 오세창 吳世昌",2019.06.20,동강귀어 桐江歸漁 | 비단에 수묵채색 | 140.6x36cm,"1,000,000 - 2,500,000","1,400,000","400,000"
최린 崔麟,2019.06.20,묵란 墨蘭 : 스나가 하지메 須永元 (1868-1942)에게 | 1931년(신미) | 종이에 수묵 | 137.3x32.7cm | 해주 海州,"500,000 - 1,300,000","1,000,000","500,000"
이상범 李象範,2019.06.20,송학은거 松壑隱居 | 비단에 수묵담채 | 133.7x34.8cm,"1,500,000 - 4,000,000","1,600,000","100,000"
"정운면 鄭雲勉, 박승무 朴勝武",2019.06.20,"산사무림 山寺茂林 | 종이에 수묵담채 | 68x33.4cm | 연일 延日, 반남 潘南","400,000 - 1,300,000",낙찰 X,N/A
박노수 朴魯壽,2019.06.20,산수 山水 | 종이에 수묵채색 | 26.7x24.1cm,"1,000,000 - 2,500,000","1,200,000","200,000"
허백련 許百鍊,2019.06.20,산수 山水 | 종이에 수묵담채 | 26.5x23.7cm | 양천 陽川,"900,000 - 2,000,000","900,000",0
황철 黃鐵,2019.06.20,산수 山水 | 비단에 수묵담채 | 125.8x41.8cm | 창원 昌原/야조 冶祖,"1,500,000 - 3,500,000","1,500,000",0
강필주 姜弼周,2019.06.20,노자출관 老子出關 : 석천인형 石泉仁兄 에게 | 1927년(정묘) | 비단에 수묵채색 | 113.2x38.1cm | 진주 晉州,"1,300,000 - 3,000,000","1,700,000","400,000"
김규진 金圭鎭,2019.06.20,죽순 竹筍 | 비단에 수묵 | 139x38.3cm | 남평 南平/용삼 容三,"1,000,000 - 2,000,000","1,000,000",0
허백련 許百鍊,2019.06.20,시창청공 詩窓淸供 | 1973년(계축) | 종이에 수묵담채 | 32.8x122.7cm | 양천 陽川,"800,000 - 2,000,000",낙찰 X,N/A
초충 草蟲,2019.06.20,| 종이에 수묵채색 | 19.5x18.2cm,"700,000 - 2,000,000",낙찰 X,N/A
허건 許楗,2019.06.20,산수 山水 | 1968년(계묘) | 종이에 수묵담채 | 30.7x113.7cm | 양천 陽川,"800,000 - 2,000,000","800,000",0
작가미상,2019.06.20,백로 白鷺 | 종이에 수묵 | 50.2x33.2cm,"500,000 - 1,500,000",낙찰 X,N/A
