날짜,제목,작가,생존여부,연도,재료,크기,추정가,낙찰가
2016-06-16,신선도,백련 지운영,사망,null,비단에 수묵담채,129.5×36cm,"1,200,000",N/A
2016-06-16,산수도,묵로 이용우,사망,null,종이에 수묵담채,112×30cm,"1,200,000",N/A
2016-06-16,추경산수도,심향 박승무,사망,null,종이에 수묵담채,128×32cm,"1,000,000",N/A
2016-06-16,산수도,남농 허건,사망,null,종이에 수묵담채,32×125.5cm,"1,400,000",N/A
2016-06-16,산수도,남농 허건,사망,null,종이에 수묵담채,113.8×29.5cm,"1,000,000","1,000,000"
2016-06-16,산수도,남농 허건,사망,null,종이에 수묵담채,113.8×29.5cm,"1,000,000","1,000,000"
2016-06-16,설중방매도,이당 김은호,사망,null,비단에 수묵담채,138×33cm,"10,000,000","10,000,000"
2016-06-16,묵국도,소치 허련,사망,null,종이에 수묵,59.5×36.2cm,"1,000,000","1,000,000"
2016-06-16,산수도,의재 허백련,사망,null,종이에 수묵담채,26.5×23.5cm,"1,500,000",N/A
2016-06-16,고사도,이당 김은호,사망,null,비단에 수묵담채,125.5×36.2cm,"3,000,000",N/A
2016-06-16,휴기동산,이당 김은호,사망,null,비단에 수묵담채,125.5×36.2cm,"3,000,000",N/A
2016-06-16,묵죽도,해강 김규진,사망,null,종이에 수묵,144×78.5cm,"3,500,000",N/A
2016-06-16,묵매도 2점,석련 이공우,사망,null,종이에 수묵,각 58.5×37.5cm,"800,000","800,000"
2016-06-16,조어도,작자미상,null,null,종이에 수묵담채,31.5×39cm,"1,000,000","2,000,000"
2016-06-16,화훼도,애춘 신명연,사망,null,종이에 수묵담채,29.5×38.7cm,"2,500,000","4,000,000"
2016-06-16,산수인물도,작자미상,null,null,종이에 수묵담채,67×42cm,"3,000,000",N/A
2016-06-16,신선도 4점,작자미상,null,null,종이에 수묵담채,각 徑 27.5cm,"2,000,000",N/A
2016-06-16,"화조도, 노안도",작자미상,null,null,종이에 수묵담채,각 43.5×62.5cm,"2,000,000","2,900,000"
2016-06-16,금오계첩,작자미상,null,null,종이에 수묵채색,32×20.4cm,"2,000,000","2,000,000"
2016-06-16,산수도 4점,작자미상,null,null,종이에 수묵담채,각 58×40.5cm,"1,000,000","1,000,000"
2016-06-16,산수도,작자미상,null,null,종이에 수묵담채,127×4.7cm,"5,000,000","5,000,000"
2016-06-16,묵죽도,탄은 이정,사망,null,종이에 먹,20.5×15cm,"1,500,000","2,000,000"
2016-06-16,매작도,작자미상,null,null,종이에 수묵,25×18.5cm,"1,800,000","3,000,000"
2016-06-16,수조도,허주 이징,사망,null,비단에 수묵담채,14.5×9cm,"1,500,000","3,200,000"
2016-06-16,산수도,작자미상,null,null,종이에 수묵담채,66.2×32.7cm,"3,000,000","6,200,000"
2016-06-16,산수도,작자미상,null,null,비단에 수묵,31×23.3cm,"1,500,000","2,200,000"
2016-06-16,설경산수도,작자미상,null,null,비단에 수묵,23×19cm,"1,500,000","3,200,000"
2016-06-16,송응도,작자미상,null,null,종이에 수묵담채,64.5×42.5cm,"1,500,000","3,600,000"
2016-06-16,신선도,작자미상,null,null,종이에 수묵담채,54.7×28.3cm,"8,000,000","12,500,000"
2016-06-16,우경산수도,겸재 정선,사망,null,종이에 수묵,38.3×30cm,"40,000,000","43,000,000"
2016-06-16,지두산수화,고송유수관 이인문,null,null,종이에 수묵담채,37×30cm,"30,000,000",N/A
2016-06-16,산수인물도,북산 김수철,null,null,종이에 수묵담채,64×33cm,"80,000,000","80,000,000"
2016-06-16,화조영모도10곡병,작자미상,null,null,비단에 채색,각 101×37.5cm,"70,000,000","82,000,000"
2016-06-16,화조도 대련,작자미상,null,null,종이에 채색,각 174×46cm,"20,000,000","15,000,000"
2016-06-16,중국역대인물화첩,작자미상,null,null,종이에 수묵채색,36×27cm 외,"30,000,000","34,000,000"
2016-06-16,호렵도8곡병,작자미상,null,null,종이에 채색,각 101.5×42.7cm,"12,000,000",N/A
2016-06-16,백동자도10곡병,작자미상,null,null,비단에 채색,각 59.7×28.3cm,"18,000,000",N/A
2016-06-16,산신도,작자미상,null,null,비단에 채색,76.5×55cm,"3,000,000","3,000,000"
2016-06-16,산신도,작자미상,null,null,비단에 채색,83×64cm,"3,000,000","2,700,000"
2016-06-16,서화첩,동계 장도원,사망,null,종이에 먹,28.5×21.5cm,"6,500,000",N/A
2016-06-16,도석화,작자미상,null,null,비단에 채색,127×75.3cm,"5,000,000",N/A
2016-06-16,단군 초상,작자미상,null,null,비단에 수묵담채,111×68cm,"5,000,000",N/A
2016-06-16,관우,작자미상,null,null,비단에 채색,92×58.5cm,"1,000,000",N/A
2016-06-16,수월관음보살도,작자미상,null,null,비단에 수묵채색,80.7×123cm,"3,000,000","3,200,000"
2016-06-16,운룡도,작자미상,null,null,"종이에 먹, 채색",105.2×49cm,"2,500,000",N/A
2016-06-16,자수문자도,작자미상,null,null,비단에 자수,64×31cm,"1,500,000","1,500,000"
2016-06-16,"신문기사, 포스터 2점",null,null,null,40.7×29.7cm 외,N/A,"1,000,000",N/A
2016-04-11,말,운보 김기창,사망,1966,종이에 수묵,32.5×50cm,"2,000,000",N/A
2016-04-11,-,이강소,사망,1998,캔버스에 아크릴,19×24cm,"2,500,000","2,500,000"
2016-04-11,인물,김종학,사망,1987,종이에 혼합재료,32×25cm,"3,000,000","3,100,000"
2016-04-11,장미의 미소,전봉주,사망,2015,캔버스에 유채,51.5×39.5cm,"2,000,000",N/A
2016-04-11,은자隱者의 눈,강찬모,사망,1992,캔버스에 아크릴,80.5×100cm,"1,000,000",N/A
2016-04-11,연하장 6점,박수근,사망,null,종이에 혼합재료,16.5×10.7cm 외,"20,000,000",N/A
2016-04-11,정오의 명상,박항률,사망,null,캔버스에 아크릴,97×162cm,"25,000,000",N/A
2016-04-11,아이,정규,null,1959. 2.,캔버스에 아크릴,44×37cm,"25,000,000",N/A
2016-04-11,산수도 2점,화은 홍대연,사망,null,종이에 수묵담채,각 48.5×28.5cm,"5,000,000",N/A
2016-04-11,숙조도,창강 조속,사망,null,종이에 수묵,39.5×27.8cm,"4,000,000","5,800,000"
2016-04-11,현해대사진영,작자미상,null,null,비단에 채색,105×66cm,"7,000,000",N/A
2016-04-11,초상,작자미상,null,null,종이에 수묵담채,63×40cm,"5,000,000","8,600,000"
2016-04-11,석난도,우봉 조희룡,사망,null,종이에 수묵,73×38.5cm,"7,000,000","5,000,000"
2016-04-11,"묵란도, 대련",석파 이하응,사망,null,종이에 수묵,각 137.5×38.5cm,"12,000,000",N/A
2016-04-11,묵매도,전 추담 오달제,사망,null,비단에 수묵,133×48cm,"10,000,000",N/A
2016-04-11,산수도,전 고송유수관 이인문,사망,null,비단에 수묵,133.5×48cm,"10,000,000","18,000,000"
2016-04-11,산수인물도,작자미상,null,null,비단에 수묵담채,32×27.5cm,"3,000,000","6,600,000"
2016-04-11,산수도,호생관 최북,사망,null,종이에 수묵담채,29×22.5cm,"10,000,000","12,500,000"
2016-04-11,삼도주사도분군도,작자미상,null,null,비단에 수묵채색,165×97cm,"450,000,000",N/A
2016-04-11,조선통신사도,작자미상,null,null,종이에 채색,91.5×36.5cm 외,"30,000,000",N/A
2016-04-11,송학도,작자미상,null,null,비단에 수묵채색,133.5×179.1cm,"90,000,000",N/A
2016-04-11,묵죽도8곡병,고암 이응로,사망,1940,비단에 수묵,136.4×331cm,"60,000,000",N/A
2015-12-21,Layer-바람꽃,이승오,사망,null,혼합재료,37.5×46.5cm,"700,000","800,000"
2015-12-21,여인상,박영선,사망,1951,"종이에 연필, 채색",38×27cm,"1,200,000","2,000,000"
2015-12-21,"부둣가 / 청학동, 중앙청 뒤",원석연,사망,"1962.10.16, , 1962.8",종이에 펜,"32.8×51.1cm, 22.2×36.3cm","4,500,000","12,000,000"
2015-12-21,아이와 복숭아,산정 서세옥,사망,null,종이에 채색,26.5×32cm,"800,000","900,000"
2015-12-21,황소와 참새,중광,사망,null,종이에 수묵채색,74.5×54.5cm,"600,000","600,000"
2015-12-21,원숭이,김종학,사망,null,종이에 수묵,45×60cm,"1,800,000",N/A
2015-12-21,장미,월전 장우성,사망,1968,종이에 수묵채색,32.7×129cm,"1,500,000","1,600,000"
2015-12-21,산수인물도8곡병,도촌 신영복,사망,null,종이에 수묵담채,107.5×385cm,"500,000","550,000"
2015-12-21,산수도,풍곡 성재휴,사망,null,종이에 수묵담채,67×102.5cm,"2,500,000",N/A
2015-12-21,산수도,무호 이한복,사망,null,종이에 수묵담채,18.5×56.5cm,"1,200,000",N/A
2015-12-21,송응도,송수관 김달황,null,null,종이에 수묵채색,112×32.7cm,"1,500,000","1,500,000"
2015-12-21,해도,사연 문화선,null,null,종이에 먹,116.3×35.5cm,"500,000",N/A
2015-12-21,묵국도,해강 김규진,null,null,종이에 먹,131×32cm,"800,000",N/A
2015-12-21,강산무진도,의재 허백련,사망,1933,종이에 수묵,40.5×147cm,"2,500,000",N/A
2015-12-21,산수도,"소정 변관식, 이당 김은호",사망,null,종이에 수묵,23.7×66cm,"2,000,000","2,100,000"
2015-12-21,산수도,석연 양기훈,사망,null,비단에 수묵,118×28.7cm,"800,000","800,000"
2015-12-21,송학도,석연 양기훈,사망,null,종이에 수묵채색,145.5×39cm,"1,200,000",N/A
2015-12-21,신선도,정재 최우석,사망,null,종이에 수묵담채,127×34cm,"600,000",N/A
2015-12-21,묵죽도,해강 김규진,사망,null,종이에 수묵,135×34cm,"800,000",N/A
2015-12-21,묵죽도,해강 김규진,사망,null,종이에 수묵,138×35cm,"800,000",N/A
2015-12-21,"석란도, 대련",혜석 조동윤,사망,null,종이에 수묵채색,각 126×42.5cm,"1,500,000",N/A
2015-12-21,묵란도 선면,지흥 박봉수,사망,null,종이에 먹,27×56cm,"600,000","600,000"
2015-12-21,묵죽도,자하 신위,사망,null,종이에 수묵,68.6×41.2cm,"3,500,000",N/A
2015-12-21,산수도,춘방 김영,사망,null,비단에 수묵담채,133.3×24cm,"3,000,000","3,000,000"
2015-12-21,산수도,작자미상,null,null,비단에 수묵담채,28.2×25.5cm,"2,000,000","2,000,000"
2015-12-21,조어도,전 해부 변지순,null,null,종이에 수묵담채,33×38.3cm,"1,200,000",N/A
2015-12-21,강상추색도,"만취 이팔원, 초산 유최진",사망,null,종이에 수묵담채,36.4×24.7cm,"1,000,000","1,000,000"
2015-12-21,산수인물도,작자미상,null,null,종이에 수묵담채,29.5×42.3cm,"2,500,000",N/A
2015-12-21,우도,작자미상,null,null,종이에 수묵채색,19.5×32cm,"1,500,000",N/A
2015-12-21,가마우지,작자미상,null,null,종이에 수묵,31×20.5cm,"1,500,000",N/A
2015-12-21,묘작도,작자미상,null,null,종이에 수묵담채,78.2×39.2cm,"2,000,000","3,600,000"
2015-12-21,화조도,작자미상,null,null,비단에 채색,각 98×39cm,"1,000,000",N/A
2015-12-21,해도,작자미상,null,null,종이에 수묵담채,20.5×26.5cm,"300,000","300,000"
2015-12-21,화조도,작자미상,null,null,종이에 채색,20.5×22.3cm,"300,000","300,000"
2015-12-21,죽학도,작자미상,null,null,종이에 수묵,110×55.8cm,"3,000,000","3,000,000"
2015-12-21,기로연회도,작자미상,null,null,비단에 채색,84.7×115cm,"4,000,000","4,600,000"
2015-12-21,해태신선도,작자미상,null,null,종이에 채색,64.2×44.2cm,"1,800,000",N/A
2015-12-21,선인기학도,작자미상,null,null,비단에 채색,각 23.5x14.5cm,"700,000",N/A
2015-12-21,산수인물도,작자미상,null,null,비단에 수묵,132.5×48cm,"10,000,000","10,500,000"
2015-12-21,계도,작자미상,null,null,종이에 채색,121.5×55cm,"2,500,000","2,500,000"
2015-12-21,채색 유리건판 필름 8점,null,null,null,각 8.3×8.3cm,N/A,"1,500,000",N/A
2015-12-21,"논증실험의결, 보유신편, 약생가","박의수, 작자미상",null,null,"1958, 1909 26.5×19cm 외",N/A,"800,000",N/A
2015-12-21,빨래터,운보 김기창,사망,null,비단에 채색,70×126.5cm,"15,000,000","21,000,000"
2015-12-21,바리섬,천경자,사망,1974.03.19,"종이에 펜, 채색",23.7×26.5cm,"20,000,000",N/A
2015-12-21,탁족도,춘곡 고희동,사망,1939,종이에 수묵담채,21.9×42cm,"5,000,000","13,500,000"
2015-12-21,묵죽도,우봉 조희룡,사망,null,종이에 수묵,100.5×39.7cm,"5,000,000","5,000,000"
2015-12-21,묵란도,석파 이하응,사망,1893,종이에 수묵,127.5×30cm,"5,000,000","5,000,000"
2015-12-21,산수도 2점,전 연옹 윤덕희,사망,null,종이에 수묵,각 28.5×12.8cm,"5,000,000",N/A
2015-12-21,산수인물도,광부 전동규,null,null,종이에 수묵담채,17×31.2cm,"3,000,000",N/A
2015-12-21,산수인물도,광부 전동규,null,null,종이에 수묵담채,21×52.8cm,"3,000,000",N/A
2015-12-21,호렵도6곡병,작자미상,null,null,종이에 채색,89.5×263cm,"20,000,000",N/A
2015-12-21,수하고사도,겸재 정선,null,null,종이에 수묵,26.5×21cm,"15,000,000","15,000,000"
2015-12-21,산수도,고송유수관도인 이인문,사망,null,비단에 수묵담채,133×48cm,"15,000,000","18,500,000"
2015-12-21,노안도,관아재 조영석,사망,null,종이에 수묵담채,25.5×18cm,"35,000,000","36,000,000"
2015-12-21,화조도,작자미상,null,null,종이에 수묵,60.3×41.5cm,"10,000,000","10,000,000"
2015-12-21,산수인물도,해부 변지순,null,null,종이에 수묵담채,31×22cm,"10,000,000","13,000,000"
2015-12-21,경작도,해부 변지순,null,null,종이에 수묵담채,31×22cm,"10,000,000","15,000,000"
2015-12-21,풍속도,작자미상,null,null,종이에 수묵담채,65×38cm,"5,000,000","5,000,000"
2015-12-21,풍속도,작자미상,null,null,종이에 수묵담채,65×38cm,"5,000,000","5,000,000"
2015-12-21,주부자유상,작자미상,null,null,비단에 채색,69×48cm,"10,000,000","10,000,000"
2015-12-21,초상,작자미상,null,null,종이에 수묵채색,56.5×32.5cm,"6,000,000",N/A
2015-12-21,망운재,능호관 이인상,사망,null,종이에 먹,27×55.5cm,"4,000,000",N/A
2015-11-05,설경산수,청전 이상범,사망,1957,종이에 수묵담채,51×75.5cm,"9,000,000",N/A
2015-11-05,매화서옥도,춘방 김영,사망,1899,비단에 수묵담채,153×32.3cm,"3,200,000",N/A
2015-11-05,묵매도,작자미상,null,null,종이에 수묵,42.5×24cm,"3,000,000",N/A
2015-11-05,설죽도,작자미상,null,null,종이에 수묵,60×33cm,"2,000,000",N/A
2015-11-05,지직호도,작자미상,null,null,종이에 채색,100×48.5cm,"5,000,000",N/A
2015-11-05,고사인물도10곡병,일재 김윤보,사망,null,비단에 수묵담채,각 138×41cm,"5,000,000",N/A
2015-11-05,묵국도,자하 신위,null,null,비단에 수묵,98.2×23cm,"3,000,000",N/A
2015-11-05,화조도,작자미상,null,null,종이에 수묵채색,26.5×27cm,"2,000,000",N/A
2015-11-05,모란괴석도,소치 허련,사망,null,종이에 수묵,80.5×40cm,"2,000,000",N/A
2015-11-05,호접도,작자미상,null,null,종이에 수묵채색,70.5×38.5cm,"2,000,000",N/A
2015-11-05,쌍치도,작자미상,null,null,종이에 수묵채색,43×30.5cm,"5,000,000",N/A
2015-11-05,고안,작자미상,null,null,비단에 수묵,23.5×18cm,"8,000,000",N/A
2015-11-05,쌍작도,전 단원 김홍도,사망,null,종이에 수묵담채,20.9×22.5cm,"15,000,000",N/A
2015-11-05,가응도,작자미상,null,null,비단에 채색,116.5×51.6cm,"10,000,000",N/A
2015-11-05,자수화조도10곡병,작자미상,null,null,비단에 자수,각 151×34cm,"30,000,000",N/A
2015-11-05,글씨8곡병,추사 김정희,사망,null,종이에 먹,각 57.7×32cm,"20,000,000",N/A
2015-11-05,묵란도,추사 김정희,사망,null,종이에 수묵,29.5×33.5cm,"25,000,000",N/A
2015-11-05,풍경,김태,사망,1977,캔버스에 유채,53×45.5cm(10F),"800,000",N/A
2015-11-05,천지,유산 민경갑,사망,1990,종이에 채색,45.5×54.5cm,"1,500,000",N/A
2015-11-05,인물,박항률,사망,1998,종이에 혼합재료,47.5×40.5cm,"4,000,000",N/A
2015-11-05,정물,주경,사망,1932,캔버스에 아크릴,31.5×22.4cm,"14,000,000",N/A
2015-11-05,정물,구본웅,사망,null,캔버스에 유채,45.5×40cm,"40,000,000",N/A
2015-11-05,모란도,내고 박생광,사망,null,비단에 채색,70×52.5cm,"2,000,000",N/A
2015-11-05,호접도,석하 정진철,사망,null,비단에 채색,115×40cm,"800,000",N/A
2015-11-05,매화도,유산 민경갑,사망,1971,종이에 수묵담채,103×34cm,"500,000",N/A
2015-11-05,연화도,유산 민경갑,사망,1971,종이에 수묵담채,103×34cm,"500,000",N/A
2015-11-05,국화,삼불 김원룡,사망,1984,종이에 수묵담채,40.5×32cm,"1,500,000",N/A
2015-11-05,위진팔황,의재 허백련,사망,null,종이에 수묵담채,88×85cm,"3,500,000",N/A
2015-11-05,묵죽도,고암 이응노,사망,null,종이에 먹,151×40cm,"2,500,000",N/A
2015-11-05,괴석도,춘곡 고희동,사망,null,종이에 수묵,120×33cm,"1,000,000",N/A
2015-11-05,오송도8곡병,남농 허건,사망,1986,종이에 수묵담채,103.5×294cm,"4,500,000",N/A
2015-11-05,설경산수,청전 이상범,사망,1954,종이에 수묵담채,13×49cm,"5,000,000",N/A
2015-11-05,묵매도,작자미상,null,null,종이에 수묵,24×50.4cm,"500,000",N/A
2015-11-05,"시고, 묵죽도",수암 김유탁,사망,null,종이에 수묵,"144×52.3cm, 115.5×49.5cm","1,000,000",N/A
2015-11-05,시고,현현거사 박영효,사망,1901,종이에 수묵,135.2×33cm,"800,000",N/A
2015-11-05,산수도,우청 황성하,사망,null,종이에 수묵담채,115.3×47.2cm,"800,000",N/A
2015-11-05,매화도,혜천 윤정,사망,null,비단에 수묵채색,48×37cm,"1,500,000",N/A
2015-11-05,고사인물도,작자미상,null,null,종이에 수묵,30.5×24.3cm,"1,500,000",N/A
2015-11-05,기명절지도,정재 최우석,사망,1944,종이에 수묵채색,26.5×35cm,"800,000",N/A
2015-11-05,감모여재도,작자미상,null,null,비단에 채색,114.5×90cm,"2,500,000",N/A
2015-11-05,숙조도,석연 양기훈,사망,null,종이에 먹,90.3×28cm,"1,000,000",N/A
2015-11-05,노안도,위사 강필주,사망,null,비단에 수묵담채,132.5×30.5cm,"800,000",N/A
2015-11-05,삼국지연의도,작자미상,null,null,비단에 수묵채색,79.5×36cm,"1,000,000",N/A
2015-11-05,신선도,작자미상,null,null,비단에 수묵채색,33×18.5cm,"1,200,000",N/A
2015-11-05,기명절지도,오원 장승업,null,null,종이에 수묵,134.5×34cm,"1,000,000",N/A
2015-11-05,묵죽도,석촌 윤용구,사망,null,종이에 수묵,133×32cm,"500,000",N/A
