name,size,estimate,final_price
사임당가구 혼...,"①32×35×60㎝, ②27.5×33×56.5㎝, ③25×26×42㎝, ④19×20×30.5㎝","500,000","500,000"
석등,205×67×40㎝,"6,500,000","7,000,000"
석조 불두,22×7㎝,"1,500,000","1,500,000"
석탑 보주 2...,"30㎝, 26㎝","300,000","650,000"
석제 연초합 ...,"①12×12.5×16.5㎝, ②9.5×10.5×13.5㎝, ③7×10×13.5㎝, ④5.3×7.5×9㎝","800,000","1,200,000"
무쇠 명문화로...,"大-27×44×28㎝, 小-24×43.3×28㎝","1,000,000","1,000,000"
유기 6점,총 6점 일괄,"300,000","500,000"
은상감법랑 연...,21.5×6.7×12㎝(2EA),"400,000","500,000"
은제 목단문주...,19.5×6×7.3㎝,"400,000","600,000"
뒤꽂이 5점,총 5점 일괄,"300,000","750,000"
삼작 노리개,27㎝,"700,000",
은제 침통,12.5㎝,"300,000","450,000"
은장도 2점,"大-16.7㎝, 小-14.6㎝","200,000","250,000"
옥제 필가,2.5×3.3×9㎝,"300,000","900,000"
선추,10㎝,"100,000","250,000"
주칠 표주박,8.5×10㎝,"500,000","700,000"
먹줄통 12점,총 12점 일괄,"500,000","500,000"
북,27.5×16㎝,"500,000","500,000"
목제 등잔대,55×20×27㎝,"150,000","150,000"
횃대,148.5㎝,"200,000","300,000"
우각 죽절지팡...,85㎝,"300,000","650,000"
자수 베갯모 ...,일괄,"300,000","500,000"
자수 보 10...,총 10점 일괄,"400,000","500,000"
자수 함,19×21.5×41.5㎝,"500,000","500,000"
"남바위, 조바...",총 6점 일괄,"300,000","300,000"
"털조끼, 토시...",총 8점 일괄,"1,000,000","1,000,000"
낙선재 바둑판,24×42.5×46㎝,"1,000,000","1,400,000"
양주 11점,총 11점 일괄,"2,000,000","4,100,000"
육영수 여사 ...,60×40.5㎝,"100,000","300,000"
"박근혜, 문재...","주화-4×4㎝(2EA), 케이스-8.5×6㎝(2EA)","500,000",
당송 팔대가문...,33.5×22㎝(38EA),"5,000,000",
필첩(46매),38.8×24.5㎝,"3,000,000","6,000,000"
석재 서병오 ...,"서병오①홍조인설-37×24.5㎝, 서병오②-33×24㎝, 서병오③제화묵묘-27×18㎝, 심인섭 편한영묵-21×17㎝, 작자미상-27×18㎝","2,000,000","2,200,000"
시고첩,28×17㎝,"1,000,000",
대학연의보 5...,24×15㎝(54EA),"500,000","12,500,000"
수양총서,27×19.5㎝,"500,000",
제현유묵첩 3...,38×25㎝,"30,000,000","85,000,000"
설경산수,33×64㎝,"600,000","600,000"
추강범영,29×40㎝,"300,000","400,000"
고사인물도,27×23.5㎝,"400,000","900,000"
죽림칠현,23.5×65.5㎝,"1,200,000","1,700,000"
풍운기천수,69×50㎝,"800,000",
목련과 팔가조,89×104㎝,"600,000",
노안도,89×95㎝,"700,000",
월하맹호도,73×117㎝,"300,000","400,000"
묵매도,41.5×32㎝,"300,000","350,000"
"석죽도, 석국...",20×23.5㎝,"200,000","200,000"
동자도,94×69.5㎝,"400,000","500,000"
누각산수도,14×20.5㎝,"300,000","600,000"
행렬도,41.5×53.5㎝,"500,000","500,000"
수하여인도,18×24.5㎝,"500,000","500,000"
강상어락도,41.5×36㎝,"1,200,000","1,500,000"
설경산수('만...,65×175.5㎝,"2,000,000",
추경산수,32×105㎝,"500,000","600,000"
등나무와 팔가...,62×175.5㎝,"700,000",
유압도,66.5×135㎝,"500,000","500,000"
추성부도,20.5×122.5㎝,"600,000","600,000"
연화도,84×30.5㎝,"600,000","800,000"
석란도 대련,121×31㎝(2EA),"700,000",
봉황산전도,118×32.5㎝,"300,000",
계산초옥도*,165×42㎝,"300,000","300,000"
설호도,141×75㎝,"400,000","700,000"
궁모란도,110×39.5㎝,"300,000","400,000"
궁모란도 대련,95.5×38.5㎝(2EA),"2,000,000",
책가도 6폭병...,59.5×36㎝,"9,000,000","9,000,000"
영모화훼도 1...,121×37㎝,"3,000,000","3,000,000"
십군자 10폭,123.5×29㎝,"1,500,000",
산수화 10폭...,131×27.5㎝,"500,000","800,000"
화작도 8폭연...,103.5×319㎝,"400,000","400,000"
합작 화훼도 ...,135×32㎝,"800,000","1,100,000"
시고 10폭병...,131×30㎝,"2,500,000","2,500,000"
시고 8폭,127×31㎝,"1,000,000","1,200,000"
반야바라밀다심...,130×33㎝,"300,000","600,000"
묵서('서울'...,53×35㎝,"3,000,000",
시고 대련,134.5×29.5㎝(2EA),"500,000","900,000"
묵서('칭의'...,132×67㎝,"300,000","350,000"
휘호('불'),126.5×61㎝,"700,000","700,000"
묵서('차나 ...,59.5×89㎝,"400,000","500,000"
휘호('세계일...,30.5×55㎝,"400,000","1,100,000"
묵서('견여금...,30×174.5㎝,"700,000","800,000"
휘호('송령학...,32×123.5㎝,"700,000","700,000"
휘호('인애관...,33×130㎝,"400,000","400,000"
묘갈명,23×93㎝,"800,000","900,000"
권문익묘표,23×120㎝,"500,000",
간찰,20.5×40㎝,"600,000","600,000"
붓꽃,32×41㎝,"500,000","500,000"
고금의 정,52.5×41㎝,"400,000","600,000"
목단,22.5×27.5㎝,"500,000","1,100,000"
가슴으로 본 ...,33×53㎝,"300,000","300,000"
동심,32.5×41.5㎝,"300,000","350,000"
귀로,61×73㎝,"500,000","700,000"
해경,37.5×51.5㎝,"600,000",
향,53×46㎝,"100,000","100,000"
인간과 자연,45.5×53㎝,"300,000",
아프리카의 여...,27.5×27.5㎝,"200,000","200,000"
산,29×33㎝,"400,000","500,000"
아낙네,37×27㎝,"500,000",
통영항,40.5×52㎝,"700,000","700,000"
서울의 달 -...,65×91㎝,"2,000,000","2,000,000"
서울 숭례문 ...,45×53㎝,"700,000","800,000"
바람이 분다,32×38㎝,"1,500,000","1,500,000"
농악,68.5×94㎝,"1,000,000","1,300,000"
새와 여인,114×63㎝,"3,500,000",
꽃과 별,60.5×72.5㎝,"6,500,000","6,500,000"
Un Pass...,69.5×116.7㎝,"2,000,000",
New yor...,61×81㎝,"1,000,000",
닭 나들이,40×52.5㎝,"1,000,000","1,300,000"
나부,41×57㎝,"300,000","300,000"
고바우,23×10×9.5㎝,"700,000",
가족,39.5×80㎝,"300,000","550,000"
Soleil ...,120×120㎝,"1,500,000","1,600,000"
Turn Up...,83×58㎝,"2,200,000",
Woman T...,99.5×60㎝,"1,500,000",
Parliam...,46×76㎝,"600,000","600,000"
Balloon...,25×14×13.5㎝,"500,000","600,000"
Dancing...,14×19.5㎝,"200,000","200,000"
붉은 간 토기,11.5×8.4㎝,"3,500,000","3,800,000"
토기 등잔,13.6×12.7×9.5㎝,"1,500,000","2,200,000"
토기 굽다리호,45.5×16.5×25㎝,"800,000","800,000"
토기 기대,51×21.5×29.5㎝,"800,000","1,000,000"
청자양각 동자...,7×19.5×6㎝,"6,000,000","6,000,000"
청자음각 조개...,8×17×6㎝,"500,000","500,000"
분청 '정해'...,9.5×19×7㎝,"5,000,000",
청자상감 포류...,5.4×2×6㎝,"7,500,000","7,500,000"
청자퇴화 초화...,17.5×2.5×8㎝,"4,500,000","4,800,000"
청자철화 당초...,24.7×5.5×9㎝,"2,000,000","2,000,000"
분청철화 삼엽...,27.8×6.7×6.5㎝,"2,000,000","2,000,000"
청자음각 연당...,27.5×5.5×9.5㎝,"2,500,000",
청자 매병,27.5×5.5×11.7㎝,"6,000,000","6,000,000"
분청조화 초엽...,23×4.5×8.2㎝,"12,000,000","12,000,000"
백자청화 오조...,44×14×17.5㎝,"5,500,000","5,500,000"
백자청화 '제...,37×4.3×11㎝,"5,000,000",
백자청화 운룡...,30.8×6.2×12㎝,"4,500,000","4,500,000"
백자청화 매조...,23×3.6×9.5㎝,"2,000,000","2,000,000"
백자청화 산수...,23.2×3.5×9.5㎝,"2,000,000","2,800,000"
백자청화 박쥐...,21.8×12×10.5㎝,"4,000,000","4,000,000"
백자청화양각 ...,14×7×8.5㎝,"4,500,000","4,800,000"
백자 양이잔,3.5×7.5×3.5㎝,"3,500,000","4,300,000"
백자 필세,3.5×3.2×4㎝,"500,000","500,000"
백자 완 2점,"大-6.5×19.5×6.5㎝, 小-4.5×17×6㎝","1,000,000","1,000,000"
백자음각 '중...,3.7×20×8.7㎝,"5,000,000","5,000,000"
백자음각 '무...,2×23.5×10.5㎝,"4,000,000","4,000,000"
백자 명기 3...,"팔각호-4.4×3×3.5㎝, 호-5×4×3.5㎝, 병-7×1.7×3.5㎝","2,500,000",
백자 명기 5...,"병大-7.3×2×3㎝, 병中-7×2×2.5㎝, 병小-5.7×2×2.5㎝, 촛대-6㎝(2EA)","3,000,000",
백자청화 매화...,"잔-4.5×6.5×3.5㎝, 잔대-2.5×10.5×6㎝","4,500,000","4,500,000"
백자청화 초화...,2×12×7㎝,"1,200,000","1,200,000"
백자 무릎연적,11.5×7㎝,"9,000,000","9,500,000"
백자청화 국화...,9.5×7㎝,"12,000,000","12,000,000"
백자 똬리연적,2.5×9.5×7㎝,"2,000,000","2,400,000"
백자 팔각연적,4×6×3.5㎝,"1,500,000",
백자청화 난초...,1.7×3.6×3.6㎝(2EA),"3,000,000","3,000,000"
백자진사 잉어...,6.5×15×5.5㎝,"6,000,000",
백자청화진사 ...,9.5×7.3㎝,"3,000,000","3,000,000"
백자청화채 나...,2×4.4×7.5㎝,"700,000","1,400,000"
백자 호,36.5×18×15㎝,"1,000,000","1,400,000"
백자진사채 호,36.5×14.5×15.5㎝,"1,000,000","1,000,000"
나주 운룡문관...,162×47.5×97.5㎝,"10,000,000","10,000,000"
책장,65.5×34.5×78㎝,"1,000,000","1,000,000"
경기도 괴목 ...,93×41×85㎝,"1,200,000","1,200,000"
제주 반닫이,51.5×42×84.5㎝,"1,000,000","1,000,000"
해남 반닫이,59×48.5×96㎝,"1,500,000","1,500,000"
괴목 엽전 궤,39.5×43.5×83.5㎝,"1,200,000","1,200,000"
금산 엽전 궤,41.5×49.5×94㎝,"2,500,000","2,500,000"
약장,63.5×25.5×69㎝,"2,000,000","3,000,000"
약장 Set,41.5×22.5×53.5㎝(2EA),"1,000,000","1,400,000"
나전칠기 화조...,42×28×88.5㎝(2EA),"4,500,000","4,500,000"
화각 풍속문혼...,40×30.5×61㎝,"1,500,000","3,400,000"
나전칠기 산수...,33×46.5×81.5㎝,"500,000","600,000"
만자문 다과상,21.5×30.5×33㎝,"500,000","500,000"
예천 파초문소...,25.5×34.5×44㎝,"1,000,000","1,100,000"
십이각 호족반,26×43×35㎝,"500,000","500,000"
쌍학문 연상,27×30×45㎝,"500,000","700,000"
목제 보석함,12.5×16×33㎝,"400,000","400,000"
목제 도시락,19.5×10.5×13㎝,"700,000","900,000"
주칠 빗접,28×22.5×33㎝,"600,000","600,000"
가마 거울,21×23×15㎝,"800,000","800,000"
현판('서루'...,37.5×62.5㎝,"5,000,000","5,000,000"
현판('태고산...,24.5×98㎝,"1,500,000","1,800,000"
현판('죽로지...,38×183㎝,"700,000","800,000"
현판('원모재...,41×131.5㎝,"800,000","800,000"
현판('문장이...,38.5×152㎝,"1,500,000","1,500,000"
주련 한쌍('...,133×20.5㎝(2EA),"1,000,000","1,000,000"
포도문 일월연,2.3×25×15㎝,"2,000,000",
곱돌 태극문벼...,4.5×20.5×11㎝,"1,000,000",
석조 거북형등...,22×20×24㎝,"800,000","1,000,000"
석조 좌불,26×12×15㎝,"1,000,000","1,400,000"
청동 비로자나...,28㎝,"20,000,000","20,000,000"
금동 조익형관...,3.5×30㎝,"15,000,000","15,000,000"
청동 향완,14×16×9.6㎝,"1,000,000","1,000,000"
청동 부엌등잔,18.5×9.5×8.6㎝,"600,000","600,000"
"투호 노리개,...",총 6점 일괄,"3,000,000","3,000,000"
안동포 및 견...,일괄,"1,000,000","1,400,000"
도투락 댕기,114×21.5㎝,"500,000","500,000"
모담,280×117.5㎝,"9,000,000",
지승 등잔대,56㎝,"2,000,000",
목제 거북형화...,5×12×22㎝,"2,000,000","2,000,000"
"떡살, 다식판...","①52㎝, ②49.5㎝, ③33.5㎝, ④31㎝","800,000","800,000"
안경·안경집 ...,총 8점 일괄,"1,000,000",
나각,33㎝,"1,200,000",
상아 2점,64㎝(2EA),"1,500,000","1,700,000"
호피,230×163㎝,"1,000,000","1,300,000"
계혈석,11.5×3×3㎝,"1,500,000","1,600,000"
계혈석 2점,7.5×2×2㎝(2EA),"1,000,000",
비자목 조치훈...,29.5×41.5×45.5㎝,"2,000,000",
해송화랑 개관...,"①33×25.7㎝, ②35×22㎝","1,000,000",
산대도감극 외...,총 17점 일괄,"500,000","1,500,000"
대한상업사,34×20.5㎝,"500,000","1,000,000"
국조진신내안,31.5×18㎝,"1,000,000","1,100,000"
자연과의 조화,31×40㎝,"1,300,000","1,500,000"
학,58×66.5㎝,"600,000","900,000"
소와 목동,31×40㎝,"800,000","1,000,000"
선면 청서관폭,15×51㎝,"2,000,000","2,400,000"
"묵국도, 묵매...",53.5×31.5㎝(2EA),"600,000","800,000"
작죽도,78.5×42.5㎝,"1,000,000","1,100,000"
십이지 자신(...,40.5×31㎝,"800,000","1,100,000"
청록산수,36×45㎝,"4,000,000",
태고의 이미지,73×62㎝,"12,000,000","13,000,000"
하경산수,24.5×28㎝,"45,000,000",
산수화,34×34㎝,"500,000","500,000"
"신선도, 영모...",17×24㎝(3EA),"1,000,000","1,000,000"
감모여재도,60.5×54.5㎝,"500,000","2,000,000"
경기도삼십칠관...,58×70㎝,"500,000","800,000"
서창청공,32×121㎝,"500,000","700,000"
송하준마도,66.5×118㎝,"1,000,000","1,000,000"
추경산수*,48.5×101.5㎝,"1,000,000",
장생도,68×134.5㎝,"1,000,000","1,600,000"
석란도,128.5×31.5㎝,"3,000,000","4,500,000"
괴석묵란도,137×34㎝,"600,000",
묵죽도,132×32㎝,"600,000",
낙화('조죽도...,97.5×29㎝,"500,000","500,000"
강상도,131.5×32㎝,"600,000","800,000"
강상조어도,130.5×31㎝,"600,000","800,000"
산수화 대련,115.5×31㎝(2EA),"1,000,000",
수하초옥도,44×28㎝,"400,000","400,000"
금강산도 대련,85.5×42㎝,"400,000","450,000"
송하선인도,66×31㎝,"500,000",
주희 초상화,80×50㎝,"8,000,000",
초상화,66×46㎝,"2,000,000",
수렵도,64×29.5㎝,"500,000",
요지연도,178.5×47㎝,"500,000","700,000"
화조도,71×39㎝,"500,000","600,000"
화조도 2점,75×36.5㎝(2EA),"800,000","800,000"
문자도('신'...,54×32㎝,"400,000","500,000"
문자도('의'...,58×33㎝,"500,000","600,000"
묵모란도 8폭...,68×34㎝,"5,000,000","5,000,000"
묵란도 10폭...,125×27㎝,"20,000,000","20,000,000"
사계산수 8폭...,128×32.5㎝,"2,500,000","2,500,000"
자수 궁모란도...,137.5×44㎝,"1,000,000","1,500,000"
시고 8폭병풍,89×41㎝,"2,500,000","2,700,000"
성학십도 10...,74.5×36.5㎝,"700,000",
와당전서 12...,143×34㎝,"10,000,000",
시고 4점,139.5×35.5㎝(4EA),"400,000","600,000"
휘호('대물기...,131×49.5㎝,"1,200,000","3,400,000"
휘호('우중이...,131×32㎝,"400,000","400,000"
휘호('역천겁...,119×28㎝,"700,000",
묵서('반달'...,96×31㎝,"400,000",
추사 사란기 ...,27×215㎝,"7,000,000",
휘호('여의호...,25×41㎝,"500,000","700,000"
휘호('경세제...,29×107㎝,"500,000","700,000"
휘호('금서작...,31.5×123㎝,"500,000","600,000"
휘호('심이기...,26×80.5㎝,"600,000","600,000"
휘호('강산경...,45.5×156㎝,"400,000","600,000"
휘호('귀운동...,31.5×104.5㎝,"1,000,000","1,000,000"
묵서('명산에...,33×57.5㎝,"400,000","400,000"
선화('육바라...,63×92㎝,"500,000","900,000"
휘호('석사자...,48×92㎝,"800,000","1,500,000"
시고,32×83.5㎝,"600,000","600,000"
불설무량수경 ...,"上①-26×577㎝, 上②-25.5×475.5㎝, 下①-26×572㎝, 下②-26×516㎝","2,000,000",
도봉산 여름,40.5×60㎝,"800,000","800,000"
오솔길,53×41㎝,"500,000",
강화도 풍경,45×53㎝,"500,000","500,000"
정물,57×77㎝,"1,000,000","1,100,000"
항구,44×51.5㎝,"800,000","800,000"
고향 가을 노...,45.8×53㎝,"800,000","1,000,000"
서울의 달,53×65㎝,"1,300,000",
향리,45.5×53㎝,"500,000","700,000"
호랑이,28.5×30.5㎝,"1,000,000","3,000,000"
자목련이 핀 ...,60×72.5㎝,"1,000,000","1,000,000"
보리 익을 무...,50×61㎝,"2,500,000","2,500,000"
녹슨 비행기,91×73㎝,"2,000,000",
Traces ...,130.5×122㎝,"2,000,000",
나무와 강아지,21×17㎝,"25,000,000",
두 아이,21×15㎝,"35,000,000",
구충리,26×34㎝,"3,000,000","3,000,000"
군상,32.5×19㎝,"500,000","600,000"
노래하는 역사,27×22㎝,"400,000","500,000"
해를 품은 닭,68×46㎝,"800,000",
예수의 생애 ...,68.5×81㎝(30EA),"4,500,000","4,500,000"
Dialogu...,50×70.5㎝,"7,000,000","14,500,000"
Corresp...,42×41.5㎝,"1,000,000","5,800,000"
도시 - 사라...,61.5×85.5㎝,"3,000,000",
Sky - B...,76×56㎝,"2,500,000",
LA Cage...,34×37㎝,"500,000","1,200,000"
Orgel,53×45.5㎝,"800,000",
풍경,34㎝,"1,000,000",
무제 2점,"①12×15㎝, ②10×15㎝","600,000","600,000"
무제,45×20×24.5㎝,"1,000,000","1,200,000"
개미,40×9×15.5㎝,"1,500,000","1,500,000"
미네르바의 부...,50×70㎝,"4,000,000","4,000,000"
붉은 소,39×106㎝,"6,000,000","6,000,000"
달마굴,39×13×42.5㎝,"500,000","500,000"
만송 이기붕 ...,80×52×50㎝,"1,500,000",
Horse,39×29×6㎝,"1,500,000","1,500,000"
성모 마리아,40.5×7×13.5㎝,"800,000","900,000"
Spring ...,105×86㎝,"6,000,000","9,000,000"
Ruth wi...,27.5×25㎝(5EA),"12,500,000",
Diamond...,91.5×91.5㎝,"2,500,000",
Oncre M...,76×63㎝,"1,500,000","1,500,000"
Girl wi...,56×41.5㎝,"1,000,000","1,500,000"
Golf Sa...,35×50㎝,"1,000,000",
FAMOUS ...,101.6×76.2㎝,"1,500,000",
Cabeza,101.6×76.2㎝,"1,500,000",
Foundat...,128×90㎝,"500,000",
Untitle...,80×60㎝(4EA),"1,000,000","1,000,000"
My Wind...,55.3×42.2㎝,"4,500,000",
MA CUIS...,49.5×36㎝,"5,000,000",
LOVE Bl...,15×15×7㎝,"2,500,000","2,500,000"
HOPE Bl...,15×15×7㎝,"3,500,000","3,800,000"
BE@RBRI...,"100%-7㎝(2EA), 400%-28㎝(2EA)","1,000,000",
Flying ...,15×12×13㎝,"800,000",
